runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R059526,64,Female,34,7,Intermediate,9,225.0,18.4,5,15.0,1,2,90,13,0.0,80,44.01878727834764,22.1,4.4,7.8,1,Minor,3.0,7.0,103,10,66,67,81,36,66,90,2025-11-16,Hot,Flat,217,262.0,6,0,0,0,0,0,0,0,0,0,0,45.0
R046932,56,Female,36,1,Intermediate,1,228.0,12.4,6,15.0,0,1,61,12,0.0,80,52.2266491374462,22.2,3.9,8.8,0,None,2.0,5.0,47,39,14,16,49,39,30,38,2025-11-07,Cold,Hilly,216,,3,0,1,0,0,0,0,0,0,0,0,
R035356,60,Female,6,6,Beginner,6,279.0,12.4,4,15.0,1,3,81,11,0.0,79,54.06312951102644,18.0,5.4,8.2,0,None,4.0,7.0,48,19,33,70,58,40,42,25,2024-08-26,Rainy,Flat,269,307.0,10,0,0,0,0,0,0,0,0,0,0,38.0
R045005,18,Male,42,2,Intermediate,10,244.0,34.1,5,22.0,1,2,83,12,0.0,80,53.55743104202453,23.7,8.6,7.5,0,None,8.0,9.0,76,17,100,59,51,89,100,47,2025-03-02,Cloudy,Mixed,226,252.0,7,2,0,0,1,0,0,0,0,0,1,26.0
R044455,57,Female,15,2,Beginner,2,267.0,12.4,4,15.0,0,3,81,12,0.0,80,49.19974502570832,23.5,3.5,7.5,0,None,5.0,3.0,56,19,0,9,85,36,66,45,2025-11-14,Rainy,Flat,272,310.0,9,0,0,0,0,0,0,0,0,0,0,38.0
R095487,28,Male,22,3,Beginner,1,289.0,12.4,4,17.7,1,3,86,12,0.0,80,52.09303034049539,20.6,6.3,7.8,2,Minor,4.0,5.0,99,14,0,0,65,1,55,36,2024-03-16,Cold,Mixed,289,,5,0,1,0,0,0,0,0,0,0,0,
R084587,24,Female,23,3,Beginner,4,285.0,12.4,4,15.0,1,3,57,16,1.3,51,74.14021009379323,25.2,8.8,6.6,0,None,3.0,6.0,76,12,53,5,47,14,74,95,2025-02-01,Cloudy,Mixed,279,297.0,5,3,0,0,0,0,0,1,0,0,1,18.0
R066108,59,Female,24,2,Beginner,9,277.0,12.4,3,17.5,2,3,89,16,0.0,72,57.07327671342509,21.4,6.4,7.9,0,None,7.0,3.0,68,11,22,9,67,26,42,20,2024-09-17,Cold,Hilly,267,308.0,7,0,0,0,0,0,0,0,0,0,0,41.0
R098064,21,Male,57,1,Intermediate,9,285.0,12.4,5,15.0,1,2,92,13,1.3,66,65.17823034861884,24.0,8.2,6.0,0,None,7.0,7.0,99,8,66,47,58,100,99,39,2025-04-25,Sunny,Hilly,272,297.0,8,2,0,0,0,0,0,0,0,0,1,25.0
R090400,28,Female,12,5,Beginner,9,292.0,12.8,4,15.0,0,3,85,16,0.0,76,53.55743104202453,25.4,8.4,7.5,0,None,6.0,6.0,59,15,32,54,81,55,61,73,2025-01-26,Hot,Flat,268,303.0,7,0,0,0,1,0,0,0,0,0,0,35.0
R026451,50,Male,6,3,Beginner,1,236.0,12.4,4,15.0,0,3,66,10,0.0,80,46.98317353426941,23.4,5.7,8.2,3,Minor,4.0,7.0,57,34,11,0,27,36,65,22,2024-08-25,Cloudy,Mixed,227,,8,0,1,0,0,0,0,0,0,0,0,
R034044,20,Female,49,2,Intermediate,8,255.0,12.4,4,15.0,2,3,89,11,0.1,65,53.55743104202453,21.6,8.8,6.8,0,None,8.0,5.0,94,11,46,15,62,82,83,36,2024-11-26,Sunny,Hilly,237,263.0,8,2,0,0,1,1,0,0,0,0,1,26.0
R077655,58,Female,18,0,Beginner,4,,12.4,3,15.0,1,3,80,14,0.0,76,51.12748037314884,27.1,3.8,7.4,0,None,7.0,6.0,66,20,11,12,80,32,87,30,2024-02-28,Windy,Mixed,295,339.0,6,0,0,1,0,0,0,0,0,0,0,44.0
R079674,47,Male,134,5,Advanced,6,171.0,19.8,4,15.0,1,3,67,12,1.2,75,55.1903720296682,23.7,6.5,7.8,0,None,5.0,6.0,70,33,61,40,44,13,62,31,2025-04-30,Cloudy,Hilly,171,206.0,7,0,0,0,0,0,0,0,0,0,0,35.0
R074872,65,Male,6,3,Beginner,9,298.0,18.5,5,20.5,1,2,90,16,2.5,80,47.11714893280628,21.7,2.8,7.9,0,None,4.0,2.0,78,10,68,72,94,82,51,57,2025-11-07,Sunny,Flat,271,302.0,7,1,0,0,0,0,0,0,0,0,1,31.0
R029604,49,Male,165,2,Advanced,8,196.0,12.4,4,15.0,1,3,81,14,0.0,80,53.55743104202453,24.1,6.2,6.7,0,None,5.0,6.0,78,19,49,40,65,66,90,69,2024-01-12,Cloudy,Flat,204,234.0,4,1,0,0,1,0,0,0,0,0,1,30.0
R003481,45,Male,8,0,Beginner,3,,12.4,4,15.0,1,3,77,11,8.2,72,61.699878474496,22.9,7.0,8.2,1,Severe,3.0,5.0,72,23,34,0,84,20,62,0,2024-12-19,Sunny,Mixed,273,333.0,7,0,0,1,0,0,0,0,0,0,0,60.0
R085897,20,Male,40,3,Intermediate,4,234.0,12.4,3,15.0,1,3,86,15,0.1,79,51.90528237915193,21.3,9.0,7.0,1,Moderate,9.0,6.0,69,14,38,31,76,28,40,50,2024-12-11,Windy,Flat,235,282.0,2,0,0,0,0,1,0,0,0,0,0,47.0
R017840,28,Female,80,3,Advanced,3,205.0,12.4,5,15.0,0,2,77,14,0.0,80,39.65384075497666,21.6,10.0,6.8,0,None,9.0,9.0,88,23,30,3,32,11,34,48,2024-02-06,Windy,Flat,210,243.0,8,1,0,0,0,0,0,0,0,0,1,33.0
R084665,43,Male,16,2,Beginner,2,318.0,12.4,4,15.0,1,3,80,16,0.0,80,56.63714814404306,23.5,6.5,8.8,1,Minor,5.0,7.0,88,20,0,20,80,0,45,25,2025-12-18,Rainy,Hilly,284,334.0,9,0,0,0,0,0,0,0,0,0,0,50.0
R097153,64,Female,21,0,Beginner,2,,12.4,3,15.0,0,3,65,10,6.3,73,58.69599653669847,19.7,6.2,7.5,1,Minor,7.0,6.0,51,35,58,0,37,3,28,12,2024-01-09,Windy,Flat,243,288.0,8,0,0,1,0,0,0,0,0,0,0,45.0
R014391,52,Male,35,3,Intermediate,2,284.0,12.4,4,15.0,2,3,80,12,0.0,77,54.018130593035,22.2,6.4,5.9,0,None,6.0,8.0,43,20,7,45,68,22,33,26,2024-12-13,Cloudy,Flat,259,287.0,5,1,0,0,0,0,0,0,0,0,1,28.0
R034786,53,Male,53,2,Intermediate,8,264.0,17.6,4,15.0,1,3,99,16,1.3,80,44.81286066140295,25.2,7.7,7.0,2,Severe,7.0,5.0,67,14,54,72,90,46,39,18,2024-09-22,Sunny,Flat,242,292.0,5,0,0,0,0,0,0,0,1,0,0,50.0
R093683,58,Male,89,2,Advanced,9,248.0,29.8,5,15.1,2,2,93,13,5.6,63,69.52983735348964,25.5,5.9,8.7,0,None,8.0,3.0,95,7,99,18,77,61,63,38,2025-12-30,Cold,Flat,220,241.0,8,3,0,0,0,0,0,0,0,0,1,21.0
R009648,57,Female,32,2,Intermediate,6,273.0,32.9,4,17.1,1,3,82,8,1.2,76,57.843042682017526,18.0,6.1,9.7,1,Minor,6.0,6.0,47,18,62,26,62,80,67,28,2024-07-09,Cloudy,Flat,243,271.0,10,1,0,0,0,0,0,1,0,0,1,28.0
R014754,43,Male,7,1,Beginner,6,277.0,12.4,3,15.0,1,3,90,14,0.0,68,63.18992182640418,27.1,6.9,7.1,1,Minor,7.0,9.0,91,10,37,29,82,36,41,77,2024-01-01,Hot,Flat,269,308.0,10,0,0,0,0,0,0,0,0,0,0,39.0
R040701,31,Male,31,2,Intermediate,6,258.0,12.4,5,15.0,1,2,76,14,10.0,63,72.7177606045892,23.4,6.7,7.6,0,None,9.0,1.0,88,24,49,22,59,49,28,44,2024-10-23,Windy,Flat,241,270.0,2,1,0,0,0,0,0,0,0,0,1,29.0
R021379,32,Non-binary,45,1,Intermediate,6,259.0,22.2,4,15.0,1,3,86,15,3.1,75,56.434148730420446,20.9,6.9,7.1,0,None,1.0,3.0,87,14,7,41,64,54,99,39,2024-02-04,Windy,Mixed,243,279.0,5,0,0,0,0,0,0,0,0,0,0,36.0
R078407,62,Female,21,2,Beginner,8,287.0,19.3,3,15.0,1,3,100,16,0.0,71,53.55743104202453,19.9,3.5,6.9,0,None,6.0,6.0,104,0,58,41,91,73,100,80,2024-08-13,Rainy,Mixed,281,314.0,6,1,0,0,1,0,1,0,0,0,1,33.0
R069873,56,Male,37,3,Intermediate,5,261.0,12.9,6,17.5,1,1,97,16,0.1,72,58.58764061621306,24.1,7.3,7.0,0,None,5.0,6.0,94,3,20,47,77,45,85,96,2025-08-09,Sunny,Mixed,237,265.0,8,1,0,0,0,1,0,1,1,0,1,28.0
R019313,27,Male,30,0,Intermediate,10,,12.4,4,15.0,1,3,84,12,5.3,61,72.0786161800347,21.8,8.2,5.8,0,None,9.0,5.0,110,16,50,37,89,72,58,71,2024-11-30,Sunny,Flat,242,259.0,7,3,0,1,0,0,0,0,0,0,1,17.0
R083788,43,Male,25,0,Intermediate,6,,12.4,4,15.9,2,3,67,11,0.0,80,40.80152012335099,26.4,7.5,6.8,0,None,6.0,1.0,80,33,40,35,69,73,67,82,2025-07-09,Cloudy,Hilly,209,250.0,4,0,0,1,0,0,0,0,0,0,0,41.0
R065019,54,Male,7,1,Beginner,4,262.0,12.4,5,15.0,1,2,61,5,0.0,68,61.555573788098194,25.3,1.943662824099196,5.255290174768533,0,None,7.0,10.0,43,39,45,0,39,16,67,0,2025-11-01,Cloudy,Hilly,267,317.0,8,0,0,0,0,0,0,0,0,0,0,50.0
R094380,38,Female,45,3,Intermediate,2,251.0,12.4,4,15.0,2,3,75,7,0.0,65,67.03039212808136,25.6,7.9,6.8,0,None,1.0,3.0,64,25,0,23,73,11,51,80,2025-09-14,Sunny,Hilly,266,300.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R094132,41,Female,16,2,Beginner,3,210.0,13.8,3,15.0,1,3,99,15,3.8,80,42.86531256834652,19.5,6.4,5.6,0,None,6.0,4.0,98,1,39,37,93,21,43,29,2025-11-06,Hot,Mixed,224,266.0,7,0,0,0,0,0,0,0,0,0,0,42.0
R078514,25,Female,22,0,Beginner,3,,12.4,4,15.0,2,3,73,9,0.0,78,58.58864898309236,23.9,7.8,7.5,0,None,6.0,4.0,36,27,14,38,52,0,32,41,2024-12-31,Sunny,Flat,240,269.0,7,1,0,1,0,0,1,0,0,0,1,29.0
R069679,38,Male,81,4,Advanced,8,196.0,15.5,4,15.0,1,3,79,15,2.0,70,63.76437529587512,25.1,5.9,5.7,0,None,6.0,3.0,79,21,44,68,87,78,67,17,2024-10-07,Sunny,Mixed,198,224.0,3,1,0,0,0,0,1,0,0,0,1,26.0
R047155,18,Female,40,3,Intermediate,5,250.0,12.4,5,15.0,1,2,87,14,0.0,80,36.81661767247713,19.3,10.0,7.7,2,Minor,1.0,5.0,61,13,4,11,89,78,100,26,2024-05-31,Rainy,Flat,223,263.0,8,0,0,0,0,0,0,0,0,0,0,40.0
R030660,20,Male,9,1,Beginner,8,257.0,12.4,3,15.0,1,3,87,14,0.1,73,60.15326410416048,29.5,6.8,8.4,0,None,5.0,9.0,39,13,49,41,100,68,81,86,2025-11-13,Sunny,Mixed,238,269.0,7,1,0,0,0,1,0,0,0,0,1,31.0
R084934,55,Male,14,2,Beginner,5,286.0,14.9,5,15.0,1,2,68,9,0.0,78,53.47920655122864,25.7,7.3,6.1,0,None,8.0,3.0,64,32,60,9,58,20,41,27,2024-06-22,Cold,Hilly,271,317.0,7,0,0,0,0,0,0,0,0,0,0,46.0
R062578,49,Male,40,1,Intermediate,4,259.0,12.4,5,15.0,1,2,56,7,6.3,69,63.49479431708531,22.6,4.9,6.3,0,None,9.0,1.0,76,44,45,22,62,50,36,95,2024-10-10,Cold,Flat,248,280.0,7,1,0,0,0,0,0,0,0,0,1,32.0
R083175,39,Female,59,1,Intermediate,8,264.0,12.4,4,15.0,1,3,84,15,0.0,80,43.37225630742544,18.3,9.5,6.0,1,Minor,3.0,6.0,80,16,55,30,80,48,79,49,2025-01-16,Cloudy,Flat,233,265.0,5,1,0,0,0,0,0,1,0,0,1,32.0
R065509,20,Female,36,2,Intermediate,7,270.0,26.7,3,15.0,1,3,77,12,0.0,80,50.72836325347519,20.7,9.3,7.4,2,Severe,3.0,6.0,69,23,75,33,57,55,47,14,2025-10-08,Rainy,Hilly,270,330.0,7,0,0,0,0,0,0,0,0,0,0,60.0
R047020,63,Female,15,1,Beginner,9,296.0,15.4,5,15.0,1,2,87,14,1.6,80,39.37862700865025,20.8,5.6,7.4,0,None,4.0,6.0,51,13,41,62,43,36,50,42,2024-06-08,Sunny,Hilly,279,323.0,4,0,0,0,0,0,0,0,0,0,0,44.0
R072758,58,Female,16,2,Beginner,4,273.0,12.4,5,15.0,0,2,54,8,2.2,69,64.44920436011368,20.0,5.7,7.0,0,None,6.0,8.0,44,46,51,48,43,0,38,39,2025-10-16,Cold,Hilly,287,336.0,7,0,0,0,0,0,1,0,1,0,0,49.0
R007218,24,Male,6,2,Beginner,1,319.0,12.4,4,15.0,1,3,79,12,0.3,71,53.55743104202453,23.4,7.3,9.8,2,Moderate,3.0,8.0,67,21,27,0,50,56,60,100,2024-01-30,Hot,Mixed,290,346.0,8,0,0,0,1,0,0,0,0,0,0,56.0
R095678,27,Female,61,1,Advanced,9,210.0,28.9,6,15.0,1,1,86,16,5.0,80,51.25697661351784,22.3,7.9,8.7,0,None,3.0,3.0,58,14,46,58,61,65,68,87,2025-03-04,Rainy,Mixed,211,242.0,8,1,0,0,0,0,0,0,0,0,1,31.0
R093839,37,Female,67,2,Advanced,7,236.0,18.3,6,15.0,1,1,86,16,0.9,71,60.40404879356027,20.0,8.9,6.7,0,None,1.0,5.0,82,14,18,47,61,74,48,0,2025-10-04,Cloudy,Hilly,212,241.0,7,1,0,0,0,0,0,0,0,0,1,29.0
R088955,35,Male,6,1,Beginner,7,308.0,17.6,3,15.0,0,3,97,16,0.0,71,63.97641042633555,18.5,8.6,5.3,1,Minor,9.0,3.0,83,3,15,26,82,51,82,84,2024-05-18,Cloudy,Flat,286,312.0,9,2,0,0,0,0,0,0,0,0,1,26.0
R049881,37,Non-binary,73,1,Advanced,3,179.0,12.4,5,15.0,2,2,82,10,0.6,75,60.92509649809486,21.1,7.4,7.0,0,None,5.0,6.0,76,18,4,40,76,24,65,74,2024-01-10,Rainy,Mixed,178,211.0,7,1,0,0,0,0,0,0,0,0,1,33.0
R026267,34,Non-binary,6,5,Beginner,2,276.0,12.4,3,15.0,1,3,84,10,0.0,80,50.71210400601256,21.7,8.3,5.3,0,None,6.0,5.0,109,16,1,0,61,7,87,87,2025-06-04,Cloudy,Hilly,276,314.0,7,0,0,0,0,0,0,0,0,0,0,38.0
R023971,26,Female,6,2,Beginner,6,305.0,37.2,4,15.0,1,3,75,12,0.0,70,59.54510156856544,22.7,7.5,7.0,0,None,7.0,8.0,54,25,30,56,50,46,60,50,2024-04-16,Cold,Flat,283,312.0,8,1,0,0,0,0,0,0,1,0,1,29.0
R027346,51,Male,75,1,Advanced,3,240.0,14.2,5,15.0,1,2,75,13,0.0,75,53.55743104202453,21.0,4.1,5.4,1,Moderate,7.0,4.0,102,25,0,12,57,55,51,3,2025-05-08,Cloudy,Hilly,218,267.0,9,0,0,0,1,0,0,0,0,0,0,49.0
R045435,37,Male,7,2,Beginner,2,272.0,12.4,5,15.0,1,2,86,13,0.0,80,53.33017895761023,24.4,7.7,8.4,0,None,6.0,8.0,81,14,25,2,73,0,94,83,2024-02-04,Sunny,Mixed,269,303.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R054523,51,Female,32,2,Intermediate,9,230.0,30.6,6,22.7,1,1,81,8,1.1,80,44.09052264384013,18.0,6.8,7.2,0,None,5.0,2.0,66,19,80,74,60,100,43,49,2024-02-13,Cloudy,Flat,221,249.0,1,1,0,0,0,0,0,0,0,0,1,28.0
R002972,59,Female,23,2,Beginner,7,285.0,41.0,4,21.7,1,3,92,16,0.0,80,47.43039009330039,23.8,3.4,7.0,0,None,8.0,4.0,64,8,16,21,58,50,92,50,2025-05-16,Hot,Flat,252,287.0,6,0,0,0,0,0,0,0,1,0,0,35.0
R080763,25,Female,15,2,Beginner,3,308.0,12.4,3,15.0,1,3,65,8,0.0,77,57.524453898492766,20.1,10.0,8.4,2,Moderate,6.0,2.0,52,35,37,13,74,23,65,97,2025-03-21,Windy,Hilly,299,359.0,2,0,0,0,0,0,0,0,0,0,0,60.0
R000568,40,Female,33,3,Intermediate,9,252.0,21.1,6,15.0,1,1,84,14,2.8,75,56.89080538923391,20.7,9.0,7.9,0,None,2.0,6.0,70,16,37,41,85,100,63,24,2024-10-27,Cloudy,Flat,242,265.0,3,2,0,0,0,0,0,0,0,0,1,23.0
R066360,63,Male,46,0,Intermediate,9,,26.2,4,15.0,2,3,67,10,0.4,80,49.67631192692133,23.3,4.4,6.6,0,None,4.0,7.0,28,33,46,46,43,73,80,67,2024-10-19,Windy,Hilly,196,242.0,5,0,0,1,0,0,0,0,0,0,0,46.0
R084828,49,Male,100,3,Advanced,1,217.0,12.4,5,15.0,1,2,94,13,4.8,77,50.82832286016219,23.9,6.8,8.5,0,None,2.0,6.0,76,6,0,0,50,26,98,60,2025-05-17,Sunny,Hilly,222,258.0,5,0,0,0,0,0,0,1,0,0,0,36.0
R028498,31,Female,7,3,Beginner,10,296.0,21.4,4,15.0,2,3,94,14,2.3,76,58.2666031999878,18.8,8.3,7.4,0,None,6.0,6.0,110,6,28,51,71,55,66,90,2024-01-06,Sunny,Flat,276,300.0,4,2,0,0,0,0,0,1,0,0,1,24.0
R097671,54,Female,104,3,Advanced,6,232.0,19.9,4,15.3,2,3,89,15,7.7,77,54.5080821422904,18.4,4.6,7.7,0,None,1.0,4.0,112,11,61,47,66,63,77,86,2024-10-27,Cloudy,Mixed,215,247.0,2,1,0,0,0,0,0,0,0,0,1,32.0
R098339,62,Female,6,0,Beginner,9,,12.4,6,15.0,1,1,92,16,0.0,80,53.55743104202453,20.0,5.4,5.0,0,None,6.0,6.0,69,8,45,7,100,32,85,45,2025-10-04,Cloudy,Hilly,263,302.0,8,0,0,1,1,0,0,0,0,0,0,39.0
R082999,40,Male,8,0,Beginner,10,,34.3,4,19.0,0,3,83,7,0.1,80,51.27912881647757,20.6,1.879975387286532,5.242169394177693,1,Minor,7.0,5.0,54,17,51,47,60,72,80,31,2025-08-11,Cold,Mixed,306,357.0,10,0,0,1,0,1,0,0,0,0,0,51.0
R059019,51,Non-binary,46,4,Intermediate,9,214.0,36.7,4,16.9,1,3,95,15,0.0,72,63.33804819480679,21.5,6.8,8.9,0,None,8.0,3.0,67,5,78,59,56,79,57,86,2024-07-22,Cold,Flat,229,252.0,3,2,0,0,0,0,0,0,0,0,1,23.0
R016326,54,Non-binary,16,0,Beginner,8,,15.8,3,15.0,1,3,92,15,0.0,80,45.10697983994507,21.2,4.9,7.3,1,Minor,5.0,7.0,81,8,48,49,72,93,88,0,2025-10-23,Cold,Hilly,242,293.0,3,0,0,1,0,0,0,0,0,0,0,51.0
R047416,39,Male,12,1,Beginner,3,264.0,13.5,4,15.0,1,3,93,5,0.1,80,49.052417891864174,23.9,6.3,6.8,2,Severe,6.0,9.0,30,48,0,31,58,74,21,6,2025-06-14,Sunny,Flat,255,312.0,8,0,0,0,0,1,1,0,0,0,0,57.0
R096855,31,Male,93,0,Advanced,3,,29.8,5,16.3,2,2,53,10,0.0,80,51.3033899609329,28.9,8.8,6.8,0,None,9.0,5.0,32,47,0,0,29,0,49,50,2025-05-24,Hot,Hilly,208,252.0,8,0,0,1,0,0,0,0,0,0,0,44.0
R055804,64,Female,36,1,Intermediate,7,238.0,12.9,5,15.0,1,2,100,16,0.5,75,53.55743104202453,18.0,5.4,7.0,1,Severe,8.0,7.0,65,0,29,24,83,84,57,100,2024-04-21,Cloudy,Mixed,227,285.0,7,0,0,0,1,0,0,0,1,0,0,58.0
R068751,27,Male,90,0,Advanced,5,,12.4,5,15.0,2,2,97,14,2.4,77,58.6416823692665,22.6,7.0,7.6,0,None,6.0,6.0,93,3,53,0,81,10,60,49,2025-10-06,Hot,Mixed,231,265.0,7,0,0,1,0,0,0,0,0,0,0,34.0
R002608,56,Female,45,2,Intermediate,2,276.0,12.4,4,15.0,0,3,63,10,7.0,61,74.50176201082822,20.4,4.3,8.4,0,None,5.0,7.0,58,37,13,24,50,12,40,22,2025-05-30,Rainy,Flat,266,296.0,10,1,0,0,0,0,0,0,0,0,1,30.0
R047573,47,Female,6,3,Beginner,9,239.0,25.3,5,16.0,0,2,92,16,0.0,80,47.83032288873844,18.0,3.9,7.0,0,None,4.0,7.0,112,8,31,9,95,76,91,82,2025-01-30,Sunny,Hilly,255,293.0,7,0,0,0,0,0,0,0,0,0,0,38.0
R036733,26,Male,56,0,Intermediate,6,,27.4,5,15.0,1,2,60,8,8.3,49,53.55743104202453,23.8,8.0,7.8,0,None,9.0,6.0,61,28,47,38,61,39,42,53,2025-02-05,Sunny,Mixed,251,267.0,8,3,0,1,1,0,0,0,0,0,1,16.0
R023216,62,Female,49,1,Intermediate,7,235.0,28.0,5,15.0,1,2,65,10,0.0,80,53.55743104202453,18.4,5.7,7.8,1,Severe,3.0,4.0,91,35,41,57,44,4,67,55,2025-04-03,Hot,Mixed,225,285.0,9,0,0,0,1,0,0,0,0,0,0,60.0
R047179,28,Male,6,4,Beginner,4,303.0,12.4,3,15.0,0,3,76,12,0.1,80,57.64424370557824,23.6,10.0,6.0,0,None,5.0,2.0,56,24,41,34,92,30,81,81,2024-06-24,Hot,Flat,273,309.0,6,0,0,0,0,1,0,0,0,0,0,36.0
R088614,23,Female,35,2,Intermediate,3,290.0,13.2,5,15.0,2,2,50,5,0.0,80,46.91744833680207,18.0,10.0,5.3,1,Moderate,7.0,8.0,87,50,8,0,41,25,14,22,2024-08-01,Cloudy,Mixed,271,323.0,2,0,0,0,0,0,0,0,0,0,0,52.0
R079904,44,Female,29,0,Intermediate,8,,14.9,4,15.0,1,3,99,14,0.0,71,60.61012231111692,20.8,7.3,5.5,0,None,6.0,6.0,112,1,11,24,69,33,79,62,2025-05-30,Sunny,Flat,242,264.0,9,3,0,1,0,0,0,1,0,0,1,22.0
R072820,21,Male,66,4,Advanced,9,223.0,39.9,6,29.7,1,1,97,14,0.0,69,64.54191906666358,22.0,7.5,7.0,1,Severe,9.0,8.0,97,3,70,42,62,49,56,70,2024-08-03,Rainy,Hilly,202,260.0,7,0,0,0,0,0,0,0,1,0,0,58.0
R041564,58,Male,28,2,Intermediate,5,274.0,13.2,3,15.0,0,3,67,7,1.3,78,56.960244483812055,24.5,6.3,7.2,1,Minor,4.0,6.0,92,33,38,0,59,21,53,40,2025-03-12,Rainy,Hilly,242,,4,0,1,0,0,0,0,0,0,0,0,
R064753,65,Female,16,1,Beginner,2,277.0,12.4,4,15.0,1,3,70,11,0.0,80,48.26293718364705,23.2,3.8,6.1,0,None,3.0,5.0,35,30,26,29,64,8,38,29,2025-04-05,Rainy,Mixed,293,340.0,6,0,0,0,0,0,0,0,0,0,0,47.0
R031653,34,Non-binary,9,0,Beginner,8,,22.6,4,20.1,1,3,86,12,4.6,80,41.35769213922172,18.0,8.8,7.2,1,Minor,8.0,5.0,29,14,18,16,84,100,80,73,2024-12-31,Rainy,Flat,287,325.0,5,0,0,1,0,0,0,0,0,0,0,38.0
R096888,52,Male,31,2,Intermediate,3,259.0,14.7,4,15.0,1,3,81,8,0.0,73,61.28081235821554,24.4,4.5,7.3,0,None,9.0,2.0,83,19,6,0,61,33,62,64,2024-06-05,Sunny,Mixed,234,264.0,6,1,0,0,0,0,0,0,0,0,1,30.0
R071930,56,Female,34,3,Intermediate,9,279.0,17.6,5,15.0,1,2,98,14,0.0,74,60.2763152005432,21.4,6.1,6.7,0,None,5.0,4.0,112,2,32,82,77,86,65,41,2025-12-30,Rainy,Hilly,254,290.0,8,0,0,0,0,0,0,0,0,0,0,36.0
R024562,23,Female,54,1,Intermediate,7,253.0,16.2,4,15.0,1,3,100,15,0.0,71,62.8271862116622,20.4,10.0,5.5,0,None,3.0,8.0,81,0,43,38,74,56,67,60,2024-06-26,Windy,Hilly,261,295.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R013815,38,Female,12,0,Beginner,4,,12.4,4,15.0,1,3,89,13,0.0,80,46.96061020789654,18.0,6.6,8.1,0,None,8.0,9.0,81,11,49,20,45,17,82,62,2025-07-05,Cloudy,Hilly,244,284.0,5,0,0,1,0,0,0,0,0,0,0,40.0
R020051,53,Male,13,1,Beginner,6,264.0,12.4,4,15.0,0,3,86,13,2.3,80,39.69404894847586,23.0,9.4,7.0,1,Minor,8.0,6.0,67,14,29,22,86,66,54,21,2025-02-19,Cold,Hilly,248,298.0,6,0,0,0,0,0,0,1,1,0,0,50.0
R045933,31,Male,10,2,Beginner,6,245.0,12.4,4,15.0,0,3,85,13,0.0,80,48.27902042571159,23.4,9.2,6.2,0,None,10.0,4.0,106,15,35,26,90,28,100,57,2025-08-19,Rainy,Mixed,240,276.0,9,0,0,0,0,0,0,0,0,0,0,36.0
R050267,48,Female,26,2,Intermediate,2,240.0,12.4,4,15.0,1,3,75,11,0.0,80,48.8486566707917,21.5,5.5,6.0,0,None,6.0,5.0,95,25,40,15,63,0,40,19,2025-03-06,Cold,Flat,224,262.0,6,0,0,0,0,0,0,0,0,0,0,38.0
R059575,32,Male,32,5,Intermediate,4,291.0,25.2,5,15.0,2,2,78,12,0.0,68,58.37456401802439,25.8,8.7,7.0,0,None,7.0,5.0,43,22,50,1,68,43,62,43,2025-06-21,Sunny,Mixed,257,284.0,7,1,0,0,0,0,0,0,1,0,1,27.0
R016278,62,Female,36,2,Intermediate,4,257.0,12.4,5,15.0,1,2,89,10,0.0,76,58.92116685231255,24.3,4.3,7.3,0,None,6.0,4.0,98,11,0,21,89,13,65,39,2024-02-01,Sunny,Mixed,242,274.0,5,1,0,0,0,0,0,0,0,0,1,32.0
R020998,59,Female,63,2,Advanced,2,260.0,12.4,6,15.0,2,1,46,15,0.1,46,72.02886520089547,19.0,3.9,5.6,0,None,5.0,9.0,90,11,17,18,93,5,65,100,2025-09-05,Cloudy,Flat,239,261.0,7,3,0,0,0,0,0,0,0,0,1,22.0
R059131,20,Female,44,1,Intermediate,5,259.0,12.4,4,15.0,1,3,100,16,1.8,67,65.082244052347,19.2,10.0,7.0,1,Minor,6.0,5.0,56,0,54,8,77,41,55,33,2025-04-10,Sunny,Mixed,233,263.0,2,1,0,0,0,0,0,0,1,0,1,30.0
R016781,44,Non-binary,53,1,Intermediate,10,219.0,12.4,5,15.0,0,2,81,9,1.1,80,37.44320657000456,21.1,6.9,5.4,0,None,7.0,8.0,76,19,54,22,44,47,58,74,2024-02-22,Sunny,Hilly,233,270.0,7,0,0,0,0,0,0,0,0,0,0,37.0
